primaryTitle,genres,directors,writers,averageRating,gross
Bad Santa,"['Comedy', 'Crime', 'Drama']",['nm0959062'],"['nm0275629', 'nm0720135']",7.1,77147031
Bad Teacher,"['Comedy', 'Romance']",['nm0440458'],"['nm1969144', 'nm1072409']",5.6,215448997
Bajrangi Bhaijaan,"['Action', 'Comedy', 'Drama']",['nm1203138'],"['nm2353436', 'nm1203138', 'nm5151578', 'nm4478309', 'nm3613395']",8.0,121777320
Ballerina,"['Biography', 'Documentary']",['nm5416387'],['nm5416387'],7.5,96908157
Bandits,['Documentary'],['nm2127179'],['nm2127179'],8.2,71523271
Bandits,"['Comedy', 'Crime', 'Drama']",['nm0001469'],['nm0679037'],6.5,71523271
Bandits,"['Drama', 'Music']",['nm0902290'],"['nm0928940', 'nm0902290', 'nm0852023']",6.4,71523271
Bandits,"['Crime', 'Drama']",['nm0586029'],"['nm0284908', 'nm0320865', 'nm0586029']",5.5,71523271
Bandits,"['Action', 'Adventure', 'War']",['nm0261840'],"['nm0261840', 'nm0760092']",6.8,71523271
Barbershop,"['Comedy', 'Drama']",['nm1103162'],"['nm0114197', 'nm1119609', 'nm1187871']",6.3,77063461
Barbershop 2: Back in Business,"['Comedy', 'Drama']",['nm0838198'],"['nm0114197', 'nm1119609']",5.8,65842412
Basic,"['Action', 'Crime', 'Drama']",['nm0001532'],['nm0888743'],6.5,42598498
Basic Instinct,"['Drama', 'Mystery', 'Thriller']",['nm0000682'],['nm0000390'],6.9,352700000
Batman & Robin,"['Action', 'Sci-Fi']",['nm0001708'],"['nm0004170', 'nm0326040']",3.7,238317814
Batman Begins,"['Action', 'Adventure', 'Thriller']",['nm0634240'],"['nm0004170', 'nm0333060', 'nm0634240']",8.3,359142722
Batman Forever,"['Action', 'Adventure', 'Fantasy']",['nm0001708'],"['nm0004170', 'nm0060761', 'nm0060760', 'nm0326040']",5.4,336529144
Batman Returns,"['Action', 'Crime', 'Fantasy']",['nm0000318'],"['nm0004170', 'nm0914058', 'nm0358334']",7.0,266824291
Batman v Superman: Dawn of Justice,"['Action', 'Adventure', 'Fantasy']",['nm0811583'],"['nm0006516', 'nm0333060', 'nm0004170', 'nm0277730', 'nm0796950', 'nm0795975', 'nm0551376', 'nm4243936']",6.5,867504099
Battleship,"['Action', 'Adventure', 'Sci-Fi']",['nm0000916'],"['nm0388377', 'nm0388375']",5.8,313477717
Be Cool,"['Comedy', 'Crime', 'Music']",['nm0336620'],"['nm0001465', 'nm0826042']",5.7,94944017
Bean,"['Adventure', 'Comedy', 'Family']",['nm0809321'],"['nm0000100', 'nm0193485', 'nm0003741']",6.4,256574128
Beauty and the Beast,"['Family', 'Fantasy', 'Musical']",['nm0174374'],"['nm0154716', 'nm0818746', 'nm0941314', 'nm0207305', 'nm3343855']",7.2,608431132
Beauty and the Beast,"['Drama', 'Fantasy', 'Romance']",['nm0304521'],"['nm6046765', 'nm0304521', 'nm0207305']",6.4,608431132
Beauty and the Beast,"['Drama', 'Fantasy', 'Romance']",['nm0514247'],['nm0779170'],3.2,608431132
Beauty and the Beast,"['Animation', 'Family', 'Fantasy']","['nm0936374', 'nm0873779']","['nm0941314', 'nm0152312', 'nm0761498', 'nm0560329', 'nm0363125', 'nm0683724', 'nm0940849', 'nm0710020', 'nm0254085', 'nm0038432', 'nm0501729', 'nm0207305', 'nm3343855']",8.0,608431132
Beavis and Butt-Head Do America,"['Adventure', 'Animation', 'Comedy']","['nm0431918', 'nm0438394', 'nm1301264', 'nm0221133']","['nm0431918', 'nm0830294', 'nm1301264']",6.8,63118386
Because I Said So,"['Comedy', 'Romance']",['nm0499724'],"['nm0394212', 'nm0625458']",5.6,69538833
Bed of Roses,"['Drama', 'Romance']",['nm0325533'],['nm0325533'],6.1,18972237
Bedazzled,"['Comedy', 'Fantasy']",['nm0000601'],"['nm0177228', 'nm0001545', 'nm0312205', 'nm0000601', 'nm0865847']",6.0,90376224
Bedtime Stories,"['Comedy', 'Family', 'Fantasy']",['nm0788202'],"['nm2188941', 'nm0379056']",6.1,221468935
Bedtime Stories,"['Drama', 'Romance']",['nm0209853'],['nm0484073'],5.8,221468935
Bee Movie,"['Adventure', 'Animation', 'Comedy']","['nm9054338', 'nm0971239']","['nm0000632', 'nm0272324', 'nm0546267', 'nm0732165', 'nm0552092', 'nm1166844']",6.1,287594577
Beethoven,"['Comedy', 'Drama', 'Family']",['nm0505152'],"['nm0000455', 'nm0427468']",5.6,56979478
Beethoven's 2nd,"['Comedy', 'Family', 'Romance']",['nm0199722'],"['nm0000455', 'nm0427468', 'nm0089676']",4.8,52636940
Behind Enemy Lines,"['Action', 'Drama', 'Thriller']",['nm0601382'],"['nm0859029', 'nm0859049', 'nm0892705', 'nm0672015']",6.4,58855732
Behind Enemy Lines,"['Action', 'Thriller']",['nm0341716'],"['nm0651608', 'nm0177593']",4.2,58855732
Being John Malkovich,"['Comedy', 'Drama', 'Fantasy']",['nm0005069'],['nm0442109'],7.8,32382381
Beloved,['Drama'],['nm6172455'],['nm6172455'],6.8,22852487
Beloved,"['Drama', 'Musical', 'Romance']",['nm0393394'],['nm0393394'],6.2,22852487
Beloved,"['Drama', 'History', 'Horror']",['nm0001129'],"['nm0607339', 'nm0124333', 'nm0481418', 'nm0111845']",5.9,22852487
Beloved,['\\N'],['nm0368256'],['\\N'],3.0,22852487
Ben-Hur,"['Action', 'Adventure', 'Drama']",['nm0067457'],"['nm0908753', 'nm0164851', 'nm0725983']",5.7,91669721
Benny & Joon,"['Comedy', 'Drama', 'Romance']",['nm0154819'],"['nm0075727', 'nm0573905']",7.2,23202734
Beowulf,"['Action', 'Adventure', 'Animation']",['nm0000709'],"['nm0301274', 'nm0000812', 'nm1511619']",6.2,195080579
Beowulf,"['Action', 'Adventure', 'Fantasy']",['nm0048491'],"['nm1511619', 'nm0494996', 'nm0152572']",4.1,195080579
Betsy's Wedding,"['Comedy', 'Romance']",['nm0000257'],['nm0000257'],5.6,19740070
Beverly Hills Chihuahua,"['Adventure', 'Comedy', 'Drama']",['nm0331532'],"['nm1583667', 'nm0124244']",3.8,154218168
Beverly Hills Cop III,"['Action', 'Comedy', 'Crime']",['nm0000484'],"['nm0045301', 'nm0677943', 'nm0211823']",5.5,119180938
Beverly Hills Ninja,"['Action', 'Comedy']",['nm0240797'],"['nm0270936', 'nm0458517']",5.5,37639029
Bewitched,"['Comedy', 'Fantasy', 'Romance']",['nm0001188'],"['nm0001188', 'nm0258286', 'nm0757268']",4.8,131159306
Bicentennial Man,"['Comedy', 'Drama', 'Sci-Fi']",['nm0001060'],"['nm0001920', 'nm0798844', 'nm0443582']",6.9,87420776
Big Daddy,['Drama'],['nm8862368'],['nm8862372'],7.5,228641283
Big Daddy,"['Comedy', 'Drama']",['nm0240797'],"['nm0291692', 'nm0379056', 'nm0001191']",6.4,228641283
Big Fat Liar,"['Adventure', 'Comedy', 'Family']",['nm0506613'],"['nm0773759', 'nm0005367']",5.4,52461017
Big Fish,['Action'],['nm5638988'],['\\N'],4.0,123954323
Big Fish,"['Adventure', 'Drama', 'Fantasy']",['nm0000318'],"['nm0041864', 'nm1180620']",8.0,123954323
Big Hero 6,"['Action', 'Adventure', 'Animation']","['nm0930261', 'nm2320658']","['nm1471001', 'nm0047916', 'nm0314870', 'nm2185413', 'nm2400268', 'nm0745691', 'nm1079208', 'nm7874539']",7.8,652127828
Big Momma's House,"['Action', 'Comedy', 'Crime']",['nm0331532'],"['nm0702912', 'nm0722610']",5.1,173559438
Big Momma's House 2,"['Comedy', 'Crime']",['nm0925870'],"['nm0722610', 'nm0702912']",4.7,137047376
Bill & Ted's Bogus Journey,"['Adventure', 'Comedy', 'Fantasy']",['nm0382072'],"['nm0558533', 'nm0004412']",6.2,37537675
Billy Bathgate,"['Crime', 'Drama', 'Thriller']",['nm0000914'],"['nm0230039', 'nm0001779']",5.9,15565363
Billy Elliot,"['Comedy', 'Drama', 'Music']","['nm3614151', 'nm0197636']",['nm0355822'],8.5,109255992
Billy Elliot,"['Drama', 'Music', 'Romance']",['nm0197636'],['nm0355822'],7.7,109255992
Billy Madison,['Comedy'],['nm0205542'],"['nm0379056', 'nm0001191']",6.4,25460475
Bird on a Wire,"['Action', 'Comedy']",['nm0000824'],"['nm0893207', 'nm0503609', 'nm0783544']",5.9,138697012
Birdman or (The Unexpected Virtue of Ignorance),"['Comedy', 'Drama']",['nm0327944'],"['nm0327944', 'nm1481172', 'nm5409486', 'nm3174584', 'nm0142577']",7.7,103215094
Black Hawk Down,['Documentary'],['\\N'],['\\N'],7.8,159691085
Black Hawk Down,"['Documentary', 'War']",['\\N'],['\\N'],5.0,159691085
Black Hawk Down,"['Drama', 'History', 'War']",['nm0000631'],"['nm0100736', 'nm0634307']",7.7,159691085
Black Knight,"['Adventure', 'Comedy', 'Fantasy']",['nm0432627'],"['nm0702912', 'nm0310087', 'nm0841532']",4.8,33422806
Black Mass,"['Biography', 'Crime', 'Drama']",['nm0178376'],"['nm3286851', 'nm0125336', 'nm3251662', 'nm3238883']",6.9,98837872
Black Sheep,['Documentary'],['nm2926828'],['nm2926828'],8.1,32330354
Black Sheep,"['Drama', 'War']",['nm3645641'],['nm3645928'],8.6,32330354
Black Sheep,"['Action', 'Adventure']",['nm3183685'],['nm3183685'],6.2,32330354
Black Sheep,['Comedy'],['nm1128860'],"['nm0381529', 'nm1332934', 'nm1803825', 'nm1128860', 'nm1337900', 'nm5376712']",6.7,32330354
Black Sheep,"['Comedy', 'Horror', 'Sci-Fi']",['nm2204480'],['nm2204480'],5.8,32330354
Black Sheep,['Comedy'],['nm0790715'],['nm0937748'],6.2,32330354
Black Swan,"['Drama', 'Thriller']",['nm0004716'],"['nm2114730', 'nm0374560', 'nm0572352']",8.0,331266710
Black Swan,"['Comedy', 'Drama']",['nm0649488'],"['nm0649488', 'nm0263042', 'nm0115443']",4.1,331266710
Blade,"['Action', 'Horror', 'Sci-Fi']",['nm0635759'],['nm0333060'],7.1,131237688
Blade,['Action'],['nm0039387'],['nm6299149'],5.7,131237688
Blade: Trinity,"['Action', 'Adventure', 'Horror']",['nm0333060'],"['nm0333060', 'nm0938379', 'nm0170160']",5.9,131353165
Blades of Glory,"['Comedy', 'Sport']","['nm0817447', 'nm0330347']","['nm1829796', 'nm1837763', 'nm1014365', 'nm1015106', 'nm0005311']",6.3,145594548
Blank Check,"['Comedy', 'Crime', 'Family']",['nm0906548'],"['nm0811414', 'nm0139655']",5.2,30573770
Blast from the Past,"['Comedy', 'Drama', 'Romance']",['nm0933505'],"['nm0446210', 'nm0933505']",6.6,26613620
Blended,"['Comedy', 'Romance']",['nm0178997'],"['nm0578771', 'nm0784771']",6.5,127990741
Bless the Child,"['Crime', 'Drama', 'Horror']",['nm0751080'],"['nm0817697', 'nm0725564', 'nm0337731', 'nm0337825']",5.1,40435694
Blink,"['Comedy', 'Drama', 'Thriller']",['nm0575486'],['nm0575486'],6.2,16668552
Blink,['Drama'],['nm2595709'],['nm2593989'],5.9,16668552
Blink,['Drama'],['nm1369712'],['nm1369712'],7.7,16668552
Blink,['Documentary'],['nm0994495'],['nm0994495'],2.8,16668552
Blink,"['Crime', 'Drama', 'Mystery']",['nm0000776'],['nm0828342'],6.2,16668552
Blood Diamond,"['Adventure', 'Drama', 'Thriller']",['nm0001880'],"['nm0495378', 'nm2057149']",8.0,171377916
Blow,"['Biography', 'Crime', 'Drama']",['nm0001130'],"['nm0692051', 'nm0571346', 'nm0001024']",7.6,83282296
Blown Away,"['Action', 'Crime', 'Drama']",['nm0394280'],"['nm0723468', 'nm0061337', 'nm0005366']",6.2,30133002
Blue Chips,"['Drama', 'Sport']",['nm0001243'],['nm0005421'],6.1,22359041
Blue Crush,"['Drama', 'Romance', 'Sport']",['nm0007082'],"['nm0650036', 'nm1082685', 'nm0007082']",5.7,51618420
Blue Jasmine,['Drama'],['nm0000095'],['nm0000095'],7.3,102912961
Blue Streak,"['Action', 'Comedy', 'Crime']",['nm0562645'],"['nm1158243', 'nm0089824', 'nm0139461']",6.3,117448157
Body of Evidence,"['Drama', 'Thriller']",['nm0248942'],['nm0592436'],4.4,13734039
Body of Lies,"['Action', 'Drama', 'Thriller']",['nm0000631'],"['nm1184258', 'nm2015758']",7.1,118556530
Bolt,"['Adventure', 'Animation', 'Comedy']","['nm0930261', 'nm0397174']","['nm1557594', 'nm0930261']",6.9,328015029
Boogeyman,"['Drama', 'Horror', 'Mystery']",['nm0443181'],"['nm0471392', 'nm1340000', 'nm0925482']",4.2,67192859
Boogie Nights,['Drama'],['nm0000759'],['nm0000759'],7.9,43111725
Book of Shadows: Blair Witch 2,"['Adventure', 'Fantasy', 'Horror']",['nm0075666'],"['nm0844896', 'nm0066243', 'nm0075666', 'nm0617130']",4.0,47721314
Boomerang,"['Drama', 'Romance']",['nm0269440'],"['nm0183686', 'nm4058200', 'nm0269440']",6.6,131052444
Boomerang,['Comedy'],['nm0547713'],"['nm0059627', 'nm0202885', 'nm0547713', 'nm0728476', 'nm0904016']",7.3,131052444
Boomerang,['Drama'],['nm0090477'],['nm0835473'],7.2,131052444
Boomerang,['Documentary'],['nm0477004'],"['nm0477004', 'nm0897243']",6.2,131052444
Boomerang,"['Comedy', 'Drama', 'Romance']",['nm0399737'],"['nm0000552', 'nm0087904', 'nm0790775']",5.4,131052444
Booty Call,"['Comedy', 'Romance']",['nm0689385'],"['nm0119405', 'nm0662084']",5.4,20066917
Born Yesterday,"['Comedy', 'Romance']",['nm0001502'],"['nm0437717', 'nm0569790']",5.1,17760754
Bounce,"['Drama', 'Romance']",['nm0740400'],['nm0740400'],5.7,53425292
Bowfinger,['Comedy'],['nm0000568'],['nm0000188'],6.4,98699769
Bowling for Columbine,"['Crime', 'Documentary', 'Drama']",['nm0601619'],['nm0601619'],8.0,58240487
Boys,['Drama'],['nm3705424'],['nm3705424'],8.3,21930418
Boys,"['Comedy', 'Drama', 'Music']",['nm0788171'],"['nm0788171', 'nm0837675']",7.3,21930418
Boys,"['Drama', 'Mystery', 'Romance']",['nm0168214'],"['nm0168214', 'nm0759070']",4.9,21930418
Boys,['Comedy'],['nm0894178'],"['nm0894178', 'nm0970938']",5.3,21930418
Boys,['\\N'],['nm0158857'],['\\N'],6.5,21930418
Boys Don't Cry,"['Comedy', 'Crime']",['nm0523821'],['nm0466864'],7.6,20741000
Boys Don't Cry,"['Biography', 'Crime', 'Drama']",['nm0005303'],"['nm0005303', 'nm0081493']",7.6,20741000
Boys on the Side,"['Comedy', 'Drama']",['nm0006889'],['nm0740400'],6.4,23418200
Boyz n the Hood,"['Crime', 'Drama']",['nm0005436'],['nm0005436'],7.8,56215095
Bram Stoker's Dracula,['Horror'],['nm0000338'],"['nm0831290', 'nm0366337']",7.5,215862692
Brave,"['Adventure', 'Animation', 'Comedy']","['nm0028764', 'nm0152312', 'nm0700760']","['nm0152312', 'nm0028764', 'nm0700760', 'nm0575293']",7.1,554606532
Brave,['Action'],"['nm2856150', 'nm0789495']",['nm2856173'],4.7,554606532
Brave,"['Drama', 'Music']",['nm0822582'],"['nm0389652', 'nm0822582']",7.1,554606532
Braveheart,"['Biography', 'Drama', 'History']",['nm0000154'],['nm0908824'],8.4,209045244
Breakdown,"['Drama', 'Thriller']",['nm4244703'],['nm4244703'],5.3,50159144
Breakdown,"['Action', 'Crime', 'Drama']",['nm0609236'],"['nm0609236', 'nm0599924']",6.9,50159144
Brick Mansions,"['Action', 'Crime', 'Thriller']",['nm0216214'],"['nm0000108', 'nm1098947', 'nm3375122']",5.7,73421224
Bride Wars,['Comedy'],['nm0151135'],"['nm0151135', 'nm0220045', 'nm9404271', 'nm2053085', 'nm1988111']",4.4,115150424
Bride Wars,"['Comedy', 'Romance']",['nm0935095'],"['nm0220045', 'nm1988111', 'nm2053085']",5.5,115150424
Bride of Chucky,"['Comedy', 'Horror']",['nm0950553'],['nm0238841'],5.4,50692188
Bridesmaids,"['Comedy', 'Romance']",['nm0082450'],"['nm1325419', 'nm1754239']",6.8,289632023
Bridge of Spies,"['Drama', 'History', 'Thriller']",['nm0000229'],"['nm4131020', 'nm0001053', 'nm0001054']",7.6,162498338
Bridge to Terabithia,"['Adventure', 'Drama', 'Family']",['nm0190780'],"['nm0830969', 'nm1547579', 'nm0665505']",7.2,137984788
Bridget Jones's Diary,"['Comedy', 'Drama', 'Romance']",['nm0536632'],"['nm0276144', 'nm0203577', 'nm0193485']",6.7,281527158
Bringing Down the House,['Comedy'],['nm0788202'],['nm0276821'],5.6,164675402
Brokeback Mountain,"['Drama', 'Romance']",['nm0000487'],"['nm0698925', 'nm0573505', 'nm0652223']",7.7,177012173
Broken Arrow,"['Action', 'Adventure', 'Thriller']",['nm0000247'],['nm0003662'],6.0,148345997
Brother Bear,"['Adventure', 'Animation', 'Comedy']","['nm1074107', 'nm0086431']","['nm0614742', 'nm0131661', 'nm0395924', 'nm0070368', 'nm1943855', 'nm0027459', 'nm1850798', 'nm2119461', 'nm0940401', 'nm0258059', 'nm0363125', 'nm0424666', 'nm0636236', 'nm1561257', 'nm0388113', 'nm1073183', 'nm0791588', 'nm0683724', 'nm1973552', 'nm0234837', 'nm2320658', 'nm2042425', 'nm1950901', 'nm0930261', 'nm2090115']",6.8,250397798
Bruce Almighty,"['Comedy', 'Drama', 'Fantasy']",['nm0001723'],"['nm0466175', 'nm0641479', 'nm0644203']",6.7,484468608
Brüno,['Comedy'],['nm0153078'],"['nm0056187', 'nm0385630', 'nm0563243', 'nm0769840', 'nm0063165']",5.8,138708527
Buena Vista Social Club,"['Documentary', 'Music']",['nm0000694'],"['nm0000694', 'nm1859999']",7.6,19809190
Buffy the Vampire Slayer,"['Action', 'Comedy', 'Fantasy']",['nm0476900'],['nm0923736'],5.6,14231669
Bugsy,"['Biography', 'Crime', 'Drama']",['nm0001469'],"['nm0864812', 'nm0421135']",6.8,49103967
Bulletproof,"['Comedy', 'Drama', 'War']",['nm5394260'],"['nm5394260', 'nm1729803']",5.4,22230840
Bulletproof,"['Action', 'Comedy', 'Crime']",['nm0225416'],"['nm0311020', 'nm0171474']",5.8,22230840
Bullets Over Broadway,"['Comedy', 'Crime']",['nm0000095'],"['nm0000095', 'nm0569790']",7.5,13383747
Bulworth,"['Comedy', 'Drama', 'Romance']",['nm0000886'],"['nm0000886', 'nm0683282']",6.8,29203383
Burlesque,['Drama'],['nm3313266'],['nm3313266'],6.9,90552675
Burlesque,"['Drama', 'Music', 'Musical']",['nm0031078'],['nm0031078'],6.4,90552675
Burn After Reading,"['Comedy', 'Crime', 'Drama']","['nm0001053', 'nm0001054']","['nm0001054', 'nm0001053']",7.0,168167798
CB4,"['Comedy', 'Music']",['nm0205542'],"['nm0001674', 'nm0313555', 'nm0516598']",6.2,17642060
Cadillac Man,"['Comedy', 'Crime']",['nm0002044'],['nm0295271'],5.6,27257086
Calendar Girls,['Drama'],['nm1055105'],"['nm1055105', 'nm7580249', 'nm2817166', 'nm3500540']",4.2,93074616
Calendar Girls,"['Comedy', 'Drama']",['nm0170719'],"['nm1130708', 'nm0278759']",6.9,93074616
Can't Hardly Wait,"['Comedy', 'Romance']","['nm0253323', 'nm0438226']","['nm0438226', 'nm0253323']",6.5,25358996
Candyman,"['Action', 'Mystery']",['nm2357821'],['nm2357821'],6.8,25554348
Candyman,"['Biography', 'Documentary']",['nm0090904'],['nm0458668'],6.6,25554348
Candyman,"['Horror', 'Thriller']",['nm0741262'],"['nm0000850', 'nm0741262']",6.6,25554348
Cape Fear,"['Crime', 'Thriller']",['nm0000217'],"['nm0531792', 'nm0916139', 'nm0834338']",7.3,182291969
Capote,"['Biography', 'Crime', 'Drama']",['nm0587955'],"['nm0001246', 'nm1707307']",7.4,49924079
Captain America: Civil War,"['Action', 'Adventure', 'Sci-Fi']","['nm0751648', 'nm0751577']","['nm1321655', 'nm1321656', 'nm0800209', 'nm0456158', 'nm2092839', 'nm4022192']",7.8,1140081024
Captain America: The First Avenger,"['Action', 'Adventure', 'Sci-Fi']",['nm0002653'],"['nm1321655', 'nm1321656', 'nm0800209', 'nm0456158']",6.9,370569776
Captain America: The Winter Soldier,"['Action', 'Adventure', 'Sci-Fi']","['nm0751577', 'nm0751648']","['nm1321655', 'nm1321656', 'nm0800209', 'nm0456158', 'nm1591737', 'nm3090268', 'nm6624843']",7.8,714401889
Captain Corelli's Mandolin,"['Drama', 'Music', 'Romance']",['nm0006960'],"['nm0806256', 'nm0207408']",5.9,62097495
Captain Phillips,"['Biography', 'Drama', 'Thriller']",['nm0339030'],"['nm0712753', 'nm3697679', 'nm5643170']",7.8,220648184
Captain Ron,"['Adventure', 'Comedy']",['nm0248054'],"['nm0245500', 'nm0248054']",5.7,22518097
Career Opportunities,"['Comedy', 'Romance']",['nm0330057'],['nm0000455'],5.9,10986645
Carlito's Way,"['Crime', 'Drama', 'Thriller']",['nm0000361'],"['nm0868620', 'nm0462895']",7.9,36516012
Carrie,"['Drama', 'Horror']",['nm0005303'],"['nm0169548', 'nm2630745', 'nm0000175']",5.9,82409520
Cars,"['Animation', 'Comedy', 'Family']","['nm0005124', 'nm0710020']","['nm0005124', 'nm0710020', 'nm0460146', 'nm1557594', 'nm1195697', 'nm1198436', 'nm0700760']",7.1,461651246
Cars 2,"['Adventure', 'Animation', 'Comedy']","['nm0506977', 'nm0005124']","['nm0005124', 'nm0506977', 'nm1557594', 'nm0703078']",6.2,560155383
Casino,"['Crime', 'Drama']",['nm0000217'],"['nm0683380', 'nm0000217']",8.2,110400000
Casino Royale,"['Action', 'Adventure', 'Thriller']",['nm0132709'],"['nm0701031', 'nm0905498', 'nm0353673', 'nm0001220']",8.0,594420283
Casper,"['Comedy', 'Family', 'Fantasy']",['nm0797869'],"['nm0649866', 'nm0832300', 'nm0646818']",6.1,282300000
Cast Away,"['Adventure', 'Drama']",['nm2648766'],['nm2648766'],6.3,427230516
Cast Away,"['Adventure', 'Drama', 'Romance']",['nm0000709'],['nm0115310'],7.8,427230516
Cats & Dogs,"['Action', 'Comedy', 'Family']",['nm0349183'],"['nm0720135', 'nm0275629']",5.1,200700000
Cats & Dogs: The Revenge of Kitty Galore,"['Action', 'Comedy', 'Family']",['nm0679031'],"['nm1943855', 'nm0070368', 'nm0720135', 'nm0275629']",4.3,113026383
Catwoman,"['Action', 'Crime', 'Fantasy']",['nm0685759'],"['nm0004170', 'nm0714246', 'nm0104335', 'nm0274905', 'nm0736966']",3.3,82145379
Cellular,"['Action', 'Crime', 'Thriller']",['nm0254786'],"['nm0169540', 'nm0604555']",6.5,61475984
Central Intelligence,"['Action', 'Comedy', 'Crime']",['nm1098493'],"['nm0054697', 'nm2811682', 'nm1098493']",6.3,217196811
Chain Reaction,['Drama'],['nm4306649'],['nm4306649'],3.3,60209334
Chain Reaction,"['Action', 'Drama', 'Sci-Fi']",['nm0001112'],"['nm0772829', 'nm0780622', 'nm0295264', 'nm0493369', 'nm0097544']",5.6,60209334
Changeling,"['Biography', 'Crime', 'Drama']",['nm0000142'],['nm0833089'],7.8,113805580
Changing Lanes,"['Drama', 'Thriller']",['nm0585011'],"['nm0852105', 'nm0866062']",6.5,66790248
Chappie,"['Action', 'Crime', 'Drama']",['nm0088955'],"['nm0088955', 'nm2833612']",6.8,105002056
Charlie Wilson's War,"['Biography', 'Comedy', 'Drama']",['nm0001566'],"['nm0815070', 'nm1985741']",7.1,119512771
Charlie and the Chocolate Factory,"['Adventure', 'Comedy', 'Family']",['nm0000318'],"['nm0001094', 'nm0041864']",6.7,475825484
Charlie's Angels,"['Action', 'Adventure', 'Comedy']",['nm0629334'],"['nm0746598', 'nm0004412', 'nm0041864', 'nm0324578', 'nm0730850']",5.5,259736090
Charlie's Angels: Full Throttle,"['Action', 'Adventure', 'Comedy']",['nm0629334'],"['nm0324578', 'nm0730850', 'nm0041864', 'nm0926727', 'nm0926729']",4.9,227200000
